aM gaRAya,am+gaRAya
anAkziptaBAnamarTADyAhAro na,anAkziptaBAnamarTADyAhAraH+na
anAgarikenAcaraRena,anAgarikena+AcaraRena
anAturo BaveyaM,anAturaH+BaveyaM
anATabAlakamanvezwum,anATabAlakam+anvezwum
anATameva,anATam+eva
anATAlayAnAmanATabAlakA,anATAlayAnAm+anATabAlakA
anAdayo vedAH,anAdayaH+vedAH
anAditAtparyamUlakatvameva,anAditAtparyamUlakatvam+eva
anAditAtparyameveti,anAditAtparyam+eveti
anAditAtparyasyeti,anAditAtparyasya+iti
anAditvameva,anAditvam+eva
anAdiniDanA,na+AdiniDanA
anAdiboDo Bava,anAdiboDaH+Bava
anAdivanaspatinAmAno'nantA,anAdivanaspatinAmAnaH+anantA
anADikyAditi,anADikyAt+iti
anAmAmaDyamANguzWErmandAdyEH,anAmAmaDyamANguzWEH+mandAdyEH
anAyAsameva,anAyAsam+eva
anAyAsenEva,anAyAsena+eva
anAratamaSruDArAM,anAratam+aSruDArAM
anAryaSatasyotpAdayitA,anAryaSatasya+utpAdayitA
anAhAreREva,anAhAreRa+eva
anAhAryA'prAmARyajYAnAnAskanditatadDarmikatadaBAvaniScayasya,anAhArya+aprAmARyajYAnAnAskanditatadDarmikatadaBAvaniScayasya
anicCanto'pi,anicCantaH+api
anicCannapi,anicCan+api
anicCantamapi,anicCantam+api
anicCantyapi,anicCanti+api
anicCantyA'pi,anicCantyA+api
anityaM dfzwiM,anityam+dfzwim
anityatvAdanityadozatvam,anityatvavat+anityadozatvam
anityatvenA'viSeze,anityatvena+aviSeze
anityadozatApattiriti,anityadozatApattiH+iti
anityadozatvaM tasya,anityadozatvam+tasya
anityamAkASam,anityam+AkASam
anityeByaSca,anityeByaH+ca
anityo varRyate,anityaH+varRyate
aniyamakaTAyAM tu,aniyamakaTAyAm+tu
anirudDaScakragadI,anirudDaH+cakragadI
anirdizwo'niScitaH,anirdizwaH+aniScitaH
anirvacanIyatAdAtmyamanuBUya,anirvacanIyatAdAtmyam+anuBUya
anirvacanIyavAdino vedAntinaH,anirvacanIyavAdinaH+vedAntinaH
anivazwaM mayA,anvizwam+mayA
anivAryamAsIt,anivAryam+AsIt
anivAryameva,anivAryam+eva
aniveSAditi,aniveSAt+iti
aniScayAdityarTaH,aniScayAt+ityarTaH
anizwaYca,anizwaM+ca
anizwamIhante,anizwam+Ihante
anizwameva,anizwam+eva
anizwasyAvidyamAnasya,anizwasya+avidyamAnasya
anukarvantIti,anukarvanti+iti
anukurvantIti,anukurvanti+iti
anukUlaBojanenEva,anukUlaBojanena+eva
anukUlasTAnAttasmAt,anukUlasTAnAt+tasmAt
anukUlo mArgadarSI,anukUlaH+mArgadarSI
anugacCAtraBavatIm,anugacCa+atraBavatIm
anugacCAtraBavantam,anugacCa+atraBavantam
anugatakAryakAraRaBAvamAha,anugatakAryakAraRaBAvam+Aha
anugatasaMbanDAvacCinnanIlatvAvacCinnapratiyogitAkABAvasyEkatayA,anugatasaMbanDAvacCinnanIlatvAvacCinnapratiyogitAkABAvasya+ekatayA
anugateti,anugatA+iti
anugfhItAsmi,anugfhItA+asmi
anugfhIto'smi,anugfhItaH+asmi
anugfhRAtyavikftaH,anugfhRAti+avikftaH
anugrahaM pratisvIkftavAn,anugraham+pratisvIkftavAn
anugrahaparo Bava,anugrahaparaH+Bava
anugrahAttu,anugrahAt+tu
anugrahItumaByAyAti,anugrahItum+aByAyAti
anugrahItumeva,anugrahItum+eva
anugrAhakamiti,anugrAhakam+iti
anugrAhyAstvayA,anugrAhyAH+tvayA
anucitaM na,anucitam+na
anucitagatirapragalBavAkyaH,anucitagatiH+apragalBavAkyaH
anucitameva,anucitam+eva
anutApo jAtaH,anutApaH+jAtaH
anuttaradAnameva,anuttaradAnam+eva
anuttarA vayam,anuttarAH+vayam
anutpannatatvajYAnatvAdityukte,anutpannatatvajYAnatvAt+ityukte
anutpAdodityarTaH,anutpAdot+ityarTaH
anutTApyEva,anutTApi+eva
anuditatAraka iti,anuditatArakaH+iti
anuDyAyatIti,anuDyAyati+iti
anunayo'pi,anunayaH+api
anupakrama eva,anupakramaH+eva
anupapattariti,anupapattaH+iti
anupapattimAha,anupapattim+Aha
anupapattiSceti,anupapattiSca+iti
anupapatteriti,anupapatteH+iti
anupapattyanavakASAditi,anupapattyanavakASAt+iti
anupapattyaBAvameva,anupapattyaBAvam+eva
anupapatyaBAvAditi,anupapatyaBAvAt+iti
anupapadyamAnArTA'saMBavAcca,anupapadyamAnArTA'saMBavAt+ca
anupamaH eva,anupamaH+eva
anupamaSoBASca,anupamaSoBAH+ca
anupamA eva,anupamAH+eva
anupayuktatveti,anupayuktatva+iti
anupayogAcceti,anupayogAt+ceti
anupasaMhAryAderapi,anupasaMhAryAdeH+api
anupasTitasyApi,anupasTitasya+api
anupasTitasyApIti,anupasTitasyApi+iti
anupasTito jAtaH,anupasTitaH+jAtaH
anupasTito Baveyam,anupasTitaH+Baveyam
anuBavajananasAmarTyaM SabdAnuBavajanakatA'vacCedakatAnirUpakASrayatvasambanDena,anuBavajananasAmarTyam+SabdAnuBavajanakatA'vacCedakatAnirUpakASrayatvasambanDena
anuBavatvAdikamaniveSya,anuBavatvAdikam+aniveSya
anuBavannapi,anuBavan+api
anuBavapadakftyamAha,anuBavapadakftyam+Aha
anuBavavirUdDatayeti,anuBavavirUdDatayA+iti
anuBavaSabdArTamAha,anuBavaSabdArTam+Aha
anuBavasidDatvaYca,anuBavasidDatvam+ca
anuBavasidDatvAditi,anuBavasidDatvAt+iti
anuBavasyArTaH,anuBavasya+arTaH
anuBavAmyahaM,anuBavAmi+ahaM
anuBUtArTakatA'pi,anuBUtArTakatA+api
anuBUyetyanena,anuBUya+ityanena
anumatipatramapi,anumatipatram+api
anumatimapi,anumatim+api
anumAnAdikaM tu,anumAnAdikam+tu
anumAnAnupapatterityarTaH,anumAnAnupapatteH+ityarTaH
anumAne'ntarBUteti,anumAne+antarBUteti
anumAnEkadeSavirudDo yaTA,anumAnEkadeSavirudDaH+yaTA
anumApakaDUmavaditi,anumApakaDUmavat+iti
anumitAviva,anumitO+iva
anumitiM prati,anumitim+prati
anumititvaprakArakatadanumitsAviSizwatadanumitisAmagryAH,anumititvaprakArakatadanumitsAviSizwatat+anumitisAmagryAH
anumititvAderniveSe,anumititvAdeH+niveSe
anumititvAvacCinnaM prati,anumititvAvacCinnam+prati
anumititvenEva,anumititvena+eva
anumitidAhapratibanDakatvApatteriti,anumitidAhapratibanDakatvApatteH+iti
anumitidvayasyeti,anumitidvayasya+iti
anumitinizWaviSeSyatAyAM pratyakzAvfttiDarmaprakAratA,anumitinizWaviSeSyatAyAm+pratyakzAvfttiDarmaprakAratA
anumitipratibanDakajYAnavizayasOtraviBAjakopADimattvamuktalakzaRArTaH,anumitipratibanDakajYAnavizayasOtraviBAjakopADimattvam+uktalakzaRArTaH
anumitipratibanDakatayEva,anumitipratibanDakataya+eva
anumitipratibanDakatAvacCedakavattvagocarayaTArTajYAnaviSezyatvameva,anumitipratibanDakatAvacCedakavattvagocarayaTArTajYAnaviSezyatvam+eva
anumitipratibanDakahetAvacCedakatvaM,anumitipratibanDakahetO+avacCedakatvaM
anumitimAtrocCedakatvAditi,anumitimAtrocCedakatvAt+iti
anumitilakzaRAtivyAptiSaMkAyA,anumitilakzaRA+ativyAptiSaMkAyA
anumitiviroDitvaM na,anumitiviroDitvam+na
anumitivizayABAvatvamapi,anumitivizayABAvatvam+api
anumitisADAraRAnuBavatvasya,anumitisADAraRa+anuBavatvasya
anumitIti,anumiti+iti
anumiterapi,anumiteH+api
anumiteraprasidDeH,anumiteH+aprasidDeH
anumiterApattiH,anumiteH+ApattiH
anumityaMtarotpAdAsaMBavena,anumityaMtarotpAda+asaMBavena
anumityatiriktaM hi,anumityatiriktam+hi
anumityanApattiriti,anumityanApattiH+iti
anumityanudaye,anumiti+anudaye
anumityanupapatteH,anumiti+anupapatteH
anumityanyajYAnatvAvacCinnaM prati,anumityanyajYAnatvAvacCinnam+prati
anumityasADAraRadozatvamapi,anumityasADAraRadozatvam+api
anumityAdisADAraRasvarUpasambanDAvacCinnasvatvaprakAratASAliniScayatvena,anum+ityAdisADAraRasvarUpasambanDAvacCinnasvatvaprakAratASAliniScayatvena
anumityAdisTale,anumiti+AdisTale
anumityAdO,anumiti+AdO
anumityApattidurvAreva,anumiti+ApattidurvAreva
anumityAviSizwAnumiti,anumityAviSizwa+anumiti
anumityAsatve,anumiti+Asatve
anumityutpatteriti,anumityutpatteH+iti
anumityutpattyA,anumiti+utpattyA
anumitsAdaSAyAM anumitisAmagrIsatve,anumitsAdaSAyAm+anumitisAmagrIsatve
anumitsApratyakzecCA,anumitsApratyakza+icCA
anumitsAviraha,anumitat+sAviraha
anumitsAviSizwAnu,anumitsAviSizwa+anu
anumitsAviSizwAnumiti,anumitsAviSizwa+anumiti
anumeyamiti,anumeyam+iti
anuyantrARyayaskAntarajjuvastrASmamudgarAH,anuyantrARi+ayaskAntarajjuvastrASmamudgarAH
anuyAyAtpratipadaM,anuyAyAt+pratipadaM
anuyogiviSezaRAvacCedenEva,anuyogiviSezaRAvacCedena+eva
anurAgasyopari,anurAgasya+upari
anuvAdyamanuktvEva,anuvAdyamanuktvA+eva
anuvAsanavacCezaM,anuvAsanavat+SezaM
anuvfttameva,anuvfttam+eva
anuSayAd fte,anuSayAt+fte
anuSAsanaparaSca,anuSAsanaparaH+ca
anuSAsanAditi,anuSAsanAt+iti
anuSAsanAntarA'BAvAtkArakasya,anuSAsanAntarA+aBAvAtkArakasya
anuzWAnamAtrameva,anuzWAnamAtram+eva
anuzWitaM sarvE,anuzWitam+sarvE
anuzWeyAnIti,anuzWeyAni+iti
anusaMDAnamAvizkaroti,anusaMDAnam+Avizkaroti
anusAsanasyaprayojanAnantaraM nizeDati,anusAsanasyaprayojanAnantaram+nizeDati
anusftamapi,anusftam+api
anuhrAdaSca,anuhrAdaH+ca
anftadozAdvimuktaH,anftadozAt+vimuktaH
anftamayaM,anftam+ayaM
anfpapannaga,anfpapannaH+ga
anekakAraRajanyasyApi,anekakAraRajanyasya+api
anekatvameva,anekatvam+eva
anekaBizajAM pArSve,anekaBizajAm+pArSve
anekayajYAhutitarpito dvijEH,anekayajYAhutitarpitaH+dvijEH
anekarUpo vyAyAmaScintA,anekarUpaH+vyAyAmaScintA
anekavAraM tvadIyakare,anekavAram+tvadIyakare
anekasvajanagaRasahito vrataM,anekasvajanagaRasahitaH+vrataM
anekASca,anekAH+ca
anenABiprAyeRa,anena+aBiprAyeRa
anenAvamAnena,anena+avamAnena
anenAvAhya,anena+AvAhya
anenAsuranASena,anena+asuranASena
anenA'jYAtakulaSIlena,anena+ajYAtakulaSIlena
aneneti,anena+iti
anEkAntikatvamuBayakowyupasTApakatAvacCedakarUpavattvam,anEkAntikatvam+uBayakowyupasTApakatAvacCedakarUpavattvam
anEkAntikatvalakzaRamanEkAntikaH,anEkAntikatvalakzaRam+anEkAntikaH
anEkAntikatvAditi,anEkAntikatvAt+iti
anEkAntikaBedAstu,anEkAntikaBedAH+tu
anEkAntikamiti,anEkAntikam+iti
anEkAntiketi,anEkAntika+iti
antaHkozWakAdeva,antaHkozWakAt+eva
antaHpuramArgamAdeSaya,antaHpuramArgam+AdeSaya
antaHprakozWezvapi,antaHprakozWezu+api
antato labDam,antataH+labDam
antaraM cakzuzoH,antaram+cakzuzoH
antaraM stanayoH,antaram+stanayoH
antaraNgaM kim,antaraNgam+kim
antaraNgamiva,antaraNgam+iva
antarABAsamAnavizayatayoraBedamate,antarABAsamAnavizayatayoH+aBedamate
antarAyanfpAdizwEzA,antarAyanfpAdizwA+ezA
antarAyamavigaRayya,antarAyam+avigaRayya
antarbalirudAhftaH,antarbaliH+udAhftaH
antarBAvAditi,antarBAvAt+iti
antarBAvyAtiriktAyAM bIjanAqIkaTadvayam,antarBAvyAtiriktAyAm+bIjanAqIkaTadvayam
antarviveSa,antaH+viveSa
antarvihasan,antaH+vihasan
antasTaM parimArjayet,antasTam+parimArjayet
antimaviSrAmasTAnaparyantaM yAsyanti,antimaviSrAmasTAnaparyantam+yAsyanti
antimAyAmeva,antimAyAm+eva
antimecCA,antimA+icCA
antimecCAmantareRa,antimecCAm+antareRa
antyaanyaTeti,antya—anyaTA+iti
antyadUzaRa ityarTaH,antyadUzaRaH+ityarTaH
antyeti,antya+iti
antyo vraRaGnaH,antyaH+vraRaGnaH
anDakAramayamaBavat,anDakAramayam+aBavat
anDaviSvAsino janAH,anDaviSvAsinaH+janAH
anDaScalituM,anDaH+calituM
anDAdayastu,anDAdayaH+tu
annakaRamapi,annakaRam+api
annakaRamAtramapi,annakaRamAtram+api
annatyAgameva,annatyAgam+eva
annamattuM,annam+attuM
anya asmin,anyaH+asmin
anyaM kaYcit,anyam+kaYcit
anyakAryaM prati,anyakAryam+prati
anyacca,anyacat+ca
anyajYAnAnupayogitvenetyanena,anyajYAnAnupayogitvena+ityanena
anyato gacCati,anyataH+gacCati
anyato'pi,anyata+api
anyatkimapi,anyat+kimapi
anyatrASrayatvam,anyatra+ASrayatvam
anyatretyADAraBUtalAdigrahaRam,anyatra+ityADAraBUtalAdigrahaRam
anyatrodBUtasyA'pi,anyatrodBUtasya+api
anyaTAKyAtisidDirlAGavamUlA,anyaTAKyAtisidDiH+lAGavamUlA
anyaTAtiprasaNgAditi,anyaTAtiprasaNgAt+iti
anyaTAnupapatyA,anyaTA+anupapatyA
anyaTAnupasaMhAritvAnupatteH,anyaTA+anupasaMhAritvAnupatteH
anyaTAnumitijanakatAvacCedaka,anyaTA+anumitijanakatAvacCedaka
anyaTABiDAnaM tu,anyaTABiDAnam+tu
anyaTAsidDatvaM nAmApramARatvam,anyaTAsidDatvam+nAmApramARatvam
anyaTAsidDapadamanuzajyate,anyaTAsidDapadam+anuzajyate
anyaTAsidDavyaBicArisADAraRatvAditi,anyaTAsidDavyaBicArisADAraRatvAt+iti
anyaTA'tivyApteH,anyaTA+ativyApteH
anyaTA'nvaye,anyaTA+anvaye
anyaTA'BedasaMsargaka,anyaTa+aBedasaMsargaka
anyaTA'smAkaM,anyaTA+asmAkaM
anyaToktaBedAvagAhinyA,anyaTA+uktaBedAvagAhinyA
anyaTopanAyakajYAnaviraheRa,anyaTA+upanAyakajYAnaviraheRa
anyadapekzyate,anyat+apekzyate
anyadetaditi,anyadetat+iti
anyadevetyevakAreRa,anyadeveti+evakAreRa
anyaDAmasvayaM harim,anyaDAmasvayam+harim
anyanizWeti,anyanizWa+iti
anyaparamiti,anyaparam+iti
anyabAlakAnAmapekzayA,anyabAlakAnAm+apekzayA
anyaboDaparatvaprakArakajYAnavizayIBUtetyarTaH,anyaboDaparatvaprakArakajYAnavizayIBUte+ityarTaH
anyayoriti,anyayoH+iti
anyavidyArTiBissAkaM,anyavidyArTiBiH+sAkaM
anyaviDapratyakzecCAnAm,anyaviDapratyakza+icCAnAm
anyaviDaSca,anyaviDaH+ca
anyavyAvfttyAtmana iti,anyavyAvfttyAtmanaH+iti
anyasambanDAvacCinnapratiyogitAkatadaBAvAdaByupagame,anyasambanDAvacCinnapratiyogitAkatadaBAvAt+aByupagame
anyasyAmapi,anyasyAm+api
anyasyA'pi,anyasya+api
anyA izwayaH,anyAH+izwayaH
anyAdfSo lomAdimuKyaviSezyakaH,anyAdfSaH+lomAdimuKyaviSezyakaH
anyAnizwacikIrzurnA,anyAnizwacikIrzuH+nA
anyAnuBUte'nyasmaraRaM,anyAnuBUteH+anyasmaraRaM
anyAnyapi,anyAni+api
anyAByAmapi,anyAByAm+api
anyAyatvAditi,anyAyatvAt+iti
anyAyijaneBya eva,anyAyijaneByaH+eva
anyASca,anyAH+ca
anyezAM pfTak,anyezAm+pfTak
anyezAmapi,anyezAm+api
anyezAmapekzayA,anyezAm+apekzayA
anye'pi,anye+api
anyErapi,anyEH+api
anyErlakzaREH,anyEH+lakzaREH
anyo gacCatu,anyaH+gacCatu
anyo vapati,anyaH+vapati
anyonyABAvagarBavyaBicArajYAnasyApratibanDakatvAt,anyonyABAvagarBavyaBicArajYAnasya+apratibanDakatvAt
anyonyABAvagarBavyAptirapi,anyonyABAvagarBavyAptiH+api
anyonyABAvapratiyogitA'navacCedaketi,anyonyABAvapratiyogitA'navacCedakA+iti
anyonyABAvAcca,anyonyABAvAt+ca
anyo'nyaM,anyaH+anyaM
anyo'vadat,anyaH+avadat
anvaDAvacca,anvaDAvat+ca
anvayabalAditi,anvayabalAt+iti
anvayaboDasyApatteriti,anvayaboDasyApatteH+iti
anvayaboDasyeti,anvayaboDasya+iti
anvayaboDAditi,anvayaboDAt+iti
anvayaboDAnudayAditi,anvayaboDAnudayAt+iti
anvayaboDAnupapatterapi,anvayaboDAnupapatteH+api
anvayaboDAnupapatteriti,anvayaboDAnupapatteH+iti
anvayaboDApatteSceti,anvayaboDApatteSca+iti
anvayaboDopapattaye,anvayaboDaH+upapattaye
anvayayogyatAM sUcayitum,anvayayogyatAm+sUcayitum
anvayavyatirekasahakftapratyakzameva,anvayavyatirekasahakftapratyakzam+eva
anvayavyaBicArAditi,anvayavyaBicArAt+iti
anvayavyAptijYAnasyEva,anvayavyAptijYAnasya+eva
anvayaScAsyA'prakftitve,anvayaScAsya+aprakftitve
anvayasaMBavAditi,anvayasaMBavAt+iti
anvayAMSa iti,anvayAMSaH+iti
anvayAMSe'pi,anvayAMSe+api
anvayAditi,anvayAt+iti
anvayADIjanmatvamanumAne,anvayADInajanmatvam+anumAne
anvayAnupapatteriti,anvayAnupapatteH+iti
anvayAnuBava,anvayA+anuBava
anvayAnuBavasya,anvaya+anuBavasya
anvayAnnAnupapattiH,anvayAnna+anupapattiH
anvayitAvacCedakarUpeRAnvayinaH,anvayitAvacCedakarUpeRa+anvayinaH
anvayitAvacCedakarUpeRAnvayino,anvayitAvacCedakarUpeRa+anvayino
anvayitAvacCedakarUpeREvAnvayina,anvayitAvacCedakarUpeRa+evAnvayina
anvayinyapi,anvayini+api
anvayipratiyogikABAvagarBatatprasidDAvapi,anvayipratiyogikABAvagarBatatprasidDO+api
anvayeneti,anvayena+iti
anvarTamapi,anvarTam+api
anvarTamupadiSati,anvarTam+upadiSati
anvahaM vArDakyakftA,anvaham+vArDakyakftA
anvAyAdyaBAvAnna,anvAyAdyaBAvAt+na
anvitA'vacCedakAvacCinna,anvitA+avacCedakAvacCinna
anvizyatAmanvizyatAm,anvizyatAm+anvizyatAm
anvizwam,anu+izwam
anvezaRamArabDam,anvezaRam+ArabDam
anvezayatA'nena,anvezayatA+anena
anvezeTAM BartAram,anvezeTAm+BartAram
anvezwumapi,anvezwum+api
anvezwumayatata,anvezwum+ayatata
anvezwumeva,anvezwum+eva
antataSca,antataH+ca
antatastu,antataH+tu
anyacca,anyat+ca
anyaTA'yam,anyaTA+ayam
anyaTA''leKo,anyaTA+AleKaH
anyadapi,anyat+api
anyadvA,anyat+vA
anyavidyAlayAnApekzayA,anyavidyAlayAn+apekzayA
anyasminnahani,anyasmin+ahani
anyasminneva,anyasmin+eva
anyedyureva,anyedyuH+eva
anyESca,anyEH+ca
anyEssaha,anyEH+saha
anyonyasya,anyaH+anyasya
apakarzeti,apakarza+iti
apakAramAcaritavataH,apakAram+AcaritavataH
apakramaRahetostu,apakramaRahetoH+tu
apakzaDarma iti,apakzaDarmaH+iti
apagatagOrave'smin,apagatagOrave+asmin
apaWanneva,apaWan+eva
apaWitvApi,apaWitvA+api
apaRqitatvAd ete,apaRqitatvAt+ete
apatadeva,apatat+eva
apatyameva,apatyam+eva
apadaM na,apadam+na
apanIyatAM kila,apanIyatAm+kila
apanIyatAM te,apanIyatAm+te
apanunnEva,apanunnA+eva
apaBraMSanizWAyAstena,apaBraMSanizWAyAH+tena
apaBraMSasyApi,apaBraMSasya+api
apaBraMSAdapi,apaBraMSAt+api
apaBraMSAdaya ityAdinA,apaBraMSAdayaH+ityAdinA
apamAnamasahamAnaH,apamAnam+asahamAnaH
apamAnito BUtvA,apamAnitaH+BUtvA
aparataSca,aparataH+ca
aparato dvitIyA,aparataH+dvitIyA
aparadigavasTitagurudravyABAve'pi,aparadigavasTitagurudravyABAve+api
aparamUce,aparam+Uce
aparaviSezaRasya,vESizwyam+itirItyA
aparaviSezyatAnirUpitaviSezyatEkyamatenedam,aparaviSezyatAnirUpitaviSezyatEkyamatena+idam
aparasminnapi,aparasmin+api
aparasminneva,aparasmin+eva
aparasyeti,aparasya+iti
aparahetuvizayakatvenEva,aparahetuvizayakatvena+eva
aparahetuvizayatayApi,aparahetuvizayatayA+api
aparANmuKo yuDi,aparANmuKaH+yuDi
aparAjitacakrAdyEScaturBiH,aparAjitacakrAdyEH+caturBiH
aparARyapi,aparARi+api
aparADamanuddiSya,aparADam+anuddiSya
aparADaSUnyAnAmupari,aparADaSUnyAnAm+upari
aparADo'yam,aparADaH+ayam
aparASca,aparAH+ca
aparA''sIt,aparA+AsIt
aparicitakalpenEkena,aparicitakalpanA+ekena
aparicitAnAmapi,aparicitAnAm+api
aparicitApi,aparicitA+api
aparijYAtakozWaSca,aparijYAtakozWaH+ca
aparipakvabudDireva,aparipakvabudDiH+eva
aparo granTaH,aparaH+granTaH
aparo BUmisTaH,aparaH+BUmisTaH
aparokzatvaM hi,aparokzatvam+hi
apavAdaM ca,apavAdam+ca
apaviDyantAM kalevarARi,apaviDyantAm+kalevarARi
apaSabdErasatkftya,apaSabdEH+asatkftya
apaSyantastu,apaSyantaH+tu
apasArayitumiyeza,apasArayitum+iyeza
apasidDAntAditi,apasidDAntAt+iti
apasidDAntApAtAditi,apasidDAntApAtAt+iti
apahartumicCasi,apahartum+icCasi
apahasito'si,apahasitaH+asi
apahArayituM kAmyate,apahArayitum+kAmyate
apahfto Bavitum,apahftaH+Bavitum
apANgyAmupanAsyAM,apANgyAm+upanAsyAM
apAdAnatvAdiBinneti,apAdAnatvAdiBinna+iti
apAno'pAnagaH,apAnaH+apAnagaH
apApahetutvaM sADyam,apApahetutvam+sADyam
apAyameva,apAyam+eva
apAyAcca,apAyAt+ca
apArTa eva,apArTaH+eva
apArTakamiti,apArTakam+iti
apAlAyAstvagdoza,apAlAyAH+tvagdoza
apicAnyapatrARi,apica+anyapatrARi
apinoktavyutpatteH,apina+uktavyutpatteH
apItatvajYAnasyEva,apItatvajYAnasya+eva
apItatvAnumitAvapi,apItatvAnumitO+api
apUrRameva,apUrRam+eva
apUrvajyotsnAlokena,apUrvajyotsnA+Alokena
apUrvadvAratvamAvaSyakam,apUrvadvAratvam+AvaSyakam
apUrvaDarmasyApUrvavAkyajanyaSAbdaboDAvizayatvAt,apUrvaDarmasya+apUrvavAkyajanyaSAbdaboDAvizayatvAt
apUrvaviDyaBAve'pi,apUrvaviDyaBAve+api
apUrvavyaktAvapi,apUrvavyaktO+api
apUrvavyaktinizWatattadvyaktitvasyeti,apUrvavyaktinizWatattadvyaktitvasya+iti
apUrvavyaktinizWatattadvyaktitvAvacCinnetyarTaH,apUrvavyaktinizWatattadvyaktitvAvacCinna+ityarTaH
apUrvavyaktinizWeti,apUrvavyaktinizWa+iti
apUrvavyaktInAmaBedAnvayaboDe,apUrvavyaktInAm+aBedAnvayaboDe
apUrvEva,apUrvA+eva
apfcCannapi,apfcCan+api
apfzwvEva,apfzwvA+eva
apekzaRAduktasTale,apekzaRAt+uktasTale
apekzAM karoti,apekzAm+karoti
apekzAnusAreRa,apekzA+anusAreRa
apekzAbudDiviSezavizayatvasyApyupalakzakam,aprasidDyAtadanupapattiraH+tAtparyavizayeti
apekzAbudDivizayatvaM ca,apekzAbudDivizayatvam+ca
apekzAbudDivizayatvameveti,apekzAbudDivizayatvam+eveti
apekzAbudDyAtmakasaMSayasTale,apekzAbudDi+AtmakasaMSayasTale
apekzitatvamAha,apekzitatvam+Aha
apekzitamasti,apekzitam+asti
apekzitamAsIt,apekzitam+AsIt
apetOzaDasaMramBaM,apeta+OzaDasaMramBaM
apehyavinIte,apehi+avinIte
appAmahodayamapi,appAmahodayam+api
apyaNagulyagreRa,api+aNagulyagreRa
apyanugatAH,api+anugatAH
apyanumitya,api+anumitya
apyavacCedakatvAt,api+avacCedakatvAt
apyavasuptAH,api+avasuptAH
apyasamyagvamanAt,api+asamyagvamanAt
apyasiDArAvrataM,api+asiDArAvrataM
apyAkANkzAyA,api+AkANkzAyA
apyAsIt,api+AsIt
apyuttejakatva,api+uttejakatva
apyUhitavAn,api+UhitavAn
aprakASA iva,aprakASAH+iva
apratibandakatvAdityarTaH,apratibanDakatvAt+ityarTaH
apratibanDakatvAditi,apratibanDakatvAt+iti
apratibanDakatvApAtAditi,apratibanDakatvApAtAt+iti
apratibanDakatve'pi,apratibanDakatve+api
apratimasOndaryamanumAtum,apratimasOndaryam+anumAtum
apratisanDIyamAnatvasyeti,apratisanDIyamAnatvasya+iti
apratihataparAkramo Bava,apratihataparAkramaH+Bava
apratihatA vidyante,apratihatAH+vidyante
apratItasahacAratvasyAnumitipratibanDakajYAnavizayatAnavacCedakatayA,apratItasahacAratvasya+anumitipratibanDakajYAnavizayatAnavacCedakatayA
apratItAvapi,apratItO+api
apratIteriti,apratIteH+iti
apratyakzamasti,apratyakzam+asti
apratyuccArayankimASrayaH,apratyuccArayankim+ASrayaH
apraDAnakarmatvamiti,apraDAnakarmatvam+iti
apramatta AsIt,apramattaH+AsIt
apramattA Bavantu,apramattAH+Bavantu
apramARatvAditi,apramARatvAt+iti
apramARikatvAditi,apramARikatvAt+iti
apramARikatvopagamAdityarTaH,apramARikatvopagamAt+ityarTaH
apramARyajYAnamuttejakIkftya,apramARyajYAnam+uttejakIkftya
apramARyajYAnAnAskanditatvaM niveSenIyam,apramARyajYAnAnAskanditatvam+niveSanIyam
apramARyajYAnAnAskanditatvaniveSAdeva,apramARyajYAnAnAskanditatvaniveSAt+eva
apramARyajYAnAnAskanditatvaniveSenEva,apramARyajYAnAnAskanditatvaniveSena+eva
apramARyajYAnAnAskanditA''kANkzAjYAna,apramARyajYAnAnAskandita+AkANkzAjYAna
apramARyaDarmikA'pramARyAgrahe,apramARyaDarmikA+apramARyAgrahe
apramAdayantramaBiDIyate,apramAdayantram+aBiDIyate
apramitirUpasyApi,apramitirUpasya+api
aprayoge,aprayaH+ge
aprayojakatvamiti,aprayojakatvam+iti
aprayojakatvAditi,aprayojakatvAt+iti
apraSasto BUtvA,apraSastaH+BUtvA
aprasannA Bavanti,aprasannAH+Bavanti
aprasidDahetutvaM tasya,aprasidDahetutvam+tasya
aprasidDAntApAtAcca,aprasidDAntApAtAt+ca
aprasidDirityasya,aprasidDiH+ityasya
aprasidDeriti,aprasidDeH+iti
aprAmaRyajYAnavyaktInAmaBAvAH,aprAmaRyajYAnavyaktInAm+aBAvAH
aprAmARikatvAditi,aprAmARikatvAt+iti
aprAmARyagrahaviSizwajYAnakzaRe'prAmARyagrahABAvaSizwajYAnatvAvacCinnADikaraRaviraheRa,aprAmARyagrahaviSizwajYAnakzaRe+aprAmARyagrahABAvaSizwajYAnatvAvacCinnADikaraRaviraheRa
aprAmARyajYAnasyEva,aprAmARyajYAnasya+eva
aprAmARyajYAnAnAskanditatattadAkANkzAjYAnasya,aprAmARyajYAnAnAskanditatattat+AkANkzAjYAnasya
aprAmARyajYAnAnAskanditatvaM niveSyam,aprAmARyajYAnAnAskanditatvam+niveSyam
aprAmARyajYAnAnAskanditA'kANkzAjYAnasya,aprAmARyajYAnAnAskandita+AkANkzAjYAnasya
aprAmARyajYAnAnAskanditA''kANkzAjYAnavirahAt,aprAmARyajYAnAnAskandita+AkANkzAjYAnavirahAt
aprAmARyajYAnAskanditatvaniveSo'nAvaSyakaH,aprAmARyajYAnAskanditatvaniveSaH+anAvaSyakaH
